cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,date_activ_day,date_activ_month,date_activ_year,date_end_day,date_end_month,date_end_year,date_modif_prod_day,date_modif_prod_month,date_modif_prod_year,date_renewal_day,date_renewal_month,date_renewal_year,churn
6802,0,0,1030.14,0,0.0,18.62,0.146694,0.0,44.31137796,0.0,28.6,28.6,1,108.37,4,13.856,13,4,2012,13,4,2016,28,6,2014,14,4,2015,0
4477,0,350,452.02,350,0.0,123.04,0.114603,0.098261,40.606701,34.24,16.86,16.86,1,52.62,6,15.001,16,3,2010,20,8,2016,11,7,2015,21,8,2015,0
5939,0,647,617.19,647,0.0,144.28,0.115939,0.100823,41.1052014,65.32,29.85,29.85,1,71.59,4,19.1,17,11,2011,17,11,2016,31,10,2015,18,11,2015,0
3325,0,0,502.61,0,0.0,16.73,0.146694,0.0,44.31137796,0.0,31.64,31.64,1,51.21,6,13.856,1,3,2010,1,3,2016,27,6,2014,9,3,2015,0
43982,0,5384,4743.97,5384,0.0,133.45,0.1152369999999999,0.100123,40.606701,550.77,7.84,7.84,1,504.5,11,23.37,19,10,2004,19,10,2016,24,5,2015,20,10,2015,0
154251,0,3905,1621.44,1099,0.0,144.84,0.1169099999999999,0.100572,40.606701,107.77,39.33,39.33,2,205.79,3,29.1,25,3,2013,25,3,2016,25,3,2013,26,3,2015,1
2282,0,0,342.16,0,0.0,15.81,0.1457109999999999,0.0,44.31137796,0.0,19.2,19.2,1,34.77,6,10.392,12,5,2010,12,5,2016,12,5,2010,23,5,2015,0
3422,0,0,517.2,0,0.0,16.51,0.142649,0.0,44.31137796,0.0,28.32,28.32,1,53.37,4,11.3,25,2,2012,25,2,2016,17,12,2015,26,2,2015,0
3780,23041,261,394.65,261,0.0,140.17,0.1153599999999999,0.100243,41.1052014,25.84,30.9,30.9,3,45.66,4,19.8,28,11,2011,28,11,2016,1,11,2015,29,11,2015,0
12128,0,0,1769.73,0,0.0,19.41,0.1383049999999999,0.0,44.31137796,0.0,22.95,22.95,1,127.55,6,13.856,15,9,2009,29,6,2016,29,6,2015,16,9,2014,1
15206,0,0,1599.18,0,0.0,16.01,0.1620329999999999,0.084138,44.31137796,0.0,28.45,28.45,1,143.88,6,13.856,10,3,2010,10,3,2016,10,3,2010,11,3,2015,0
14276,0,1091,1359.8,1091,0.0,131.39,0.1152369999999999,0.100123,40.606701,103.74,3.72,3.72,1,176.48,6,19.8,4,8,2009,8,11,2016,4,8,2009,9,11,2015,0
21384,0,0,743.14,0,0.0,18.32,0.142649,0.0,44.31137796,0.0,37.56,37.56,1,79.2,4,15.0,27,1,2012,27,1,2017,18,11,2015,28,1,2016,0
5009,0,0,743.04,0,0.0,19.25,0.144902,0.0,44.31137796,0.0,21.52,21.52,1,69.06,6,13.2,24,6,2010,24,6,2016,24,6,2010,26,6,2015,0
10574,0,1034,1034.13,1034,0.0,145.72,0.1169019999999999,0.1000149999999999,40.606701,98.98,39.6,39.6,1,117.67,6,19.8,21,4,2010,5,1,2017,21,4,2010,6,1,2016,0
14070,0,0,1682.41,0,0.0,20.11,0.159819,0.081174,44.31137796,0.0,3.9,3.9,1,56.94,3,10.392,3,1,2013,28,12,2016,28,12,2015,5,1,2015,0
19655,0,2572,2920.15,2572,0.0,15.63,0.142996,0.0,44.31137796,371.15,23.4,23.4,1,287.89,4,10.392,1,2,2012,1,2,2016,16,12,2015,9,2,2015,1
22962,0,0,1903.09,0,0.0,16.55,0.16695,0.089695,44.31137796,159.13,21.11,21.11,1,102.28,5,15.0,4,7,2011,4,7,2016,4,7,2011,9,7,2015,0
18559,14588,1577,1975.77,1577,0.0,130.66,0.1186359999999999,0.10175,40.606701,163.64,23.4,23.4,2,243.35,3,17.320999999999998,8,3,2013,7,3,2016,8,3,2013,9,3,2015,0
5856,0,1401,683.98,1401,0.0,21.63,0.16695,0.089695,44.31137796,152.15,10.08,10.08,1,73.25,5,10.392,15,9,2010,13,9,2016,13,9,2010,14,9,2015,0
5152,0,0,778.0,0,0.0,0.0,0.1443839999999999,0.0,44.31137796,0.0,26.04,26.04,1,81.81,3,10.39,9,2,2013,9,2,2016,16,12,2015,11,2,2015,0
14178,0,0,2673.53,0,28.0,13.48,0.182936,0.0,46.30537836,0.0,41.64,41.64,1,233.85,4,13.856,20,2,2012,27,2,2016,17,12,2015,9,3,2015,0
19940,0,1693,1632.81,824,0.0,13.35,0.1446309999999999,0.0,46.55462196,119.52,28.59,28.59,1,144.55,4,13.15,12,9,2011,12,9,2016,29,1,2016,23,6,2015,0
7629,0,2299,758.3,2299,0.0,160.88,0.115174,0.098837,40.606701,221.51,19.5,19.5,1,71.76,4,17.32,26,8,2011,26,8,2016,26,8,2011,27,8,2015,0
455109,0,73103,2805.48,0,0.0,131.62,0.1152369999999999,0.100123,40.606701,0.0,5.04,5.04,1,339.67,6,15.1,19,1,2010,16,10,2016,19,1,2010,18,10,2015,0
32783,0,0,4861.66,0,0.0,63.36,0.143801,0.0,44.31137796,0.0,24.52,24.52,1,412.5,7,13.2,6,4,2009,6,4,2016,6,4,2009,8,4,2015,0
20206,0,1315,2073.97,1315,0.0,129.26,0.1152369999999999,0.100123,40.606701,132.29,12.62,12.62,1,226.11,5,26.3,27,9,2010,27,9,2016,27,9,2010,28,9,2015,0
24416,36645,1979,2535.91,1979,0.0,129.02,0.1169099999999999,0.100572,40.606701,198.94,19.31,19.31,2,307.26,4,25.097,5,7,2012,5,7,2016,17,6,2014,7,7,2015,1
21683,0,1948,2167.68,1948,0.0,143.8,0.1135089999999999,0.0983909999999999,40.606701,186.73,0.64,0.64,1,230.44,4,15.001,19,1,2012,22,12,2016,26,1,2016,23,12,2015,0
51751,0,0,3618.35,0,0.0,0.0,0.144149,0.0,44.31137796,0.0,24.52,24.52,1,327.71,6,13.2,21,4,2010,21,4,2016,21,4,2010,22,4,2015,0
8428,0,0,1044.44,0,0.0,11.49,0.157697,0.079799,44.31137796,0.0,33.84,33.84,1,100.02,6,15.0,22,6,2010,3,2,2016,15,12,2015,19,10,2014,0
19530,0,0,1995.28,0,0.0,96.01,0.1169099999999999,0.100572,40.606701,0.0,12.36,12.36,1,279.63,3,19.8,13,8,2012,13,8,2016,13,8,2012,15,8,2015,0
58594,0,2662,1568.88,2662,0.0,132.53,0.1157609999999999,0.099419,40.606701,259.4,45.93,45.93,1,205.91,6,43.3,11,5,2010,11,5,2016,29,4,2015,14,5,2015,0
10229,11893,0,1516.57,0,0.0,16.12,0.143459,0.0,45.30837756,0.0,15.2,15.2,3,119.41,6,13.856,1,8,2009,16,12,2016,16,12,2015,23,2,2015,0
3176,0,0,471.36,0,0.0,19.5,0.141666,0.0,44.31137796,0.0,7.8,7.8,1,35.98,3,10.39,4,10,2012,4,10,2016,27,8,2015,5,10,2015,0
5695,0,0,726.59,0,0.0,16.36,0.16695,0.089695,44.31137796,0.0,16.84,16.84,1,67.42,6,10.35,21,6,2010,21,6,2016,21,6,2010,22,6,2015,1
24661,1018,1686,4043.6,1686,22.0,13.45,0.210689,0.107422,45.80687796,272.76,30.6,30.6,2,373.16,5,13.164,9,12,2010,25,7,2016,29,7,2014,27,7,2015,0
7065,0,306,345.81,306,0.0,129.62,0.115174,0.098837,40.606701,29.3,19.5,19.5,1,40.65,5,17.32,25,8,2010,25,8,2016,25,3,2014,26,8,2015,0
9108,0,0,1365.33,0,0.0,19.43,0.1457109999999999,0.0,44.31137796,0.0,16.44,16.44,1,125.1,4,13.856,16,8,2011,16,8,2016,16,8,2011,17,8,2015,0
11128,0,2458,1215.8,2458,0.0,143.88,0.1157609999999999,0.099419,40.606701,258.33,13.14,13.14,1,124.21,5,15.01,13,8,2010,13,8,2016,12,7,2015,16,8,2015,0
11165,0,0,1647.69,0,0.0,16.32,0.141434,0.0,44.31137796,0.0,14.7,14.7,1,130.99,4,13.856,13,8,2011,13,8,2016,16,6,2015,16,8,2015,0
5095,0,0,358.17,0,0.0,16.48,0.1457109999999999,0.0,44.31137796,0.0,16.92,16.92,1,34.97,6,10.392,22,6,2010,22,6,2016,22,6,2010,23,6,2015,0
35480,0,3096,3565.47,3096,0.0,119.06,0.1151819999999999,0.098841,40.606701,303.49,14.69,14.69,1,422.67,4,30.61,9,9,2011,8,9,2016,27,8,2015,9,9,2015,0
3159,0,0,368.43,0,0.0,16.68,0.162322,0.084427,44.31137796,0.0,34.68,34.68,1,41.01,5,13.856,29,1,2011,1,2,2016,28,1,2015,28,1,2014,0
1999,0,0,302.13,0,0.0,16.98,0.146694,0.0,44.31137796,0.0,21.48,21.48,1,31.07,6,10.39,6,4,2010,6,4,2016,27,6,2014,8,4,2015,0
11176,0,0,693.35,0,0.0,17.82,0.144902,0.0,44.31137796,0.0,12.82,12.82,1,58.81,6,13.2,2,9,2009,2,9,2016,2,9,2009,3,9,2015,0
6303,0,437,157.69,146,0.0,20.18,0.146694,0.0,44.31137796,21.63,28.6,28.6,1,14.71,4,13.856,11,4,2012,11,4,2016,11,4,2012,12,4,2015,0
463174,0,36314,4939.3,4590,0.0,148.54,0.1157609999999999,0.099419,40.606701,481.16,10.26,10.26,1,553.54,3,16.45,8,8,2012,8,8,2016,12,7,2015,9,8,2015,0
8697,1089,0,1161.46,0,0.0,13.47,0.168242,0.089602,45.30837756,0.0,13.8,13.8,2,117.09,3,10.392,29,10,2012,29,10,2016,29,10,2012,30,10,2015,0
9309,0,1138,991.13,1138,0.0,129.25,0.120372,0.103487,40.606701,117.06,39.24,39.24,1,116.35,3,17.3,5,3,2013,5,3,2016,5,3,2013,6,3,2015,0
28699,0,4128,2821.84,4128,0.0,131.38,0.114667,0.099548,40.606701,393.98,12.03,12.03,1,310.06,4,25.0,15,9,2011,15,9,2016,26,8,2015,16,9,2015,0
3320,0,830,495.97,830,0.0,19.2,0.145137,0.0,44.31137796,121.87,21.52,21.52,1,48.97,5,13.2,24,6,2011,24,6,2016,29,4,2015,26,6,2015,0
1005,0,0,147.55,0,0.0,21.16,0.144902,0.0,44.31137796,0.0,18.62,18.62,1,18.57,4,13.2,23,7,2012,23,7,2016,30,10,2013,27,7,2015,0
3299,0,0,498.6,0,0.0,14.53,0.142649,0.0,44.31137796,0.0,33.12,33.12,1,58.95,6,13.2,25,2,2010,25,2,2016,17,12,2015,26,2,2015,0
226728,0,17281,9178.32,6913,0.0,130.32,0.114481,0.098142,40.606701,678.81,6.48,6.48,1,940.98,3,17.32,18,8,2012,18,8,2016,18,8,2012,19,8,2015,1
9393,0,762,588.68,523,0.0,145.39,0.120372,0.103487,40.606701,51.95,51.02,51.02,1,63.51,5,22.5,4,3,2011,4,3,2016,4,3,2011,9,3,2015,0
11757,0,0,1733.66,0,0.0,16.84,0.143166,0.0,44.31137796,0.0,14.04,14.04,1,158.4,4,13.2,25,8,2011,25,8,2016,25,8,2011,26,8,2015,0
7618,0,0,1439.0,0,24.0,15.15,0.1830369999999999,0.0,45.80687796,0.0,34.68,34.68,1,137.81,4,15.0,9,12,2011,5,8,2016,5,8,2014,6,8,2015,0
47740,0,0,4922.3,0,0.0,130.77,0.113323,0.096984,40.606701,0.0,14.88,14.88,1,469.85,12,39.6,6,8,2003,6,8,2016,6,8,2003,7,8,2015,0
23856,0,3539,2025.76,1949,0.0,11.36,0.143801,0.0,44.31137796,278.28,21.34,21.34,1,186.99,4,10.392,30,3,2012,30,3,2016,5,2,2015,31,3,2015,0
24804,0,2211,631.82,639,0.0,142.89,0.120372,0.103487,40.606701,63.32,43.32,43.32,1,79.71,3,17.320999999999998,21,2,2013,20,2,2016,24,3,2014,26,2,2015,0
24883,7386,2586,2516.59,2586,0.0,132.17,0.1169,0.1000149999999999,40.606701,267.49,29.64,29.64,2,274.16,11,19.8,15,2,2005,15,2,2016,15,2,2005,16,2,2015,0
507715,0,51900,7841.72,1242,0.0,146.07,0.1169019999999999,0.1000149999999999,40.606701,91.22,43.56,43.56,1,873.67,3,43.64,10,1,2013,10,1,2017,10,1,2013,11,1,2016,1
54159,0,3881,3391.13,1182,0.0,13.72,0.144058,0.0,44.31137796,170.83,3.4,3.4,1,295.41,6,12.5,29,12,2009,29,12,2016,30,10,2015,30,12,2015,1
6528,0,0,616.87,0,0.0,16.35,0.144902,0.0,44.31137796,0.0,10.36,10.36,1,55.93,3,13.856,24,9,2012,8,10,2016,8,10,2014,11,10,2015,0
14437,0,2439,377.67,449,0.0,16.3,0.141434,0.0,44.31137796,64.3,10.03,10.03,1,28.95,4,10.35,6,9,2011,6,9,2016,10,7,2015,7,9,2015,0
3498,0,400,523.42,400,0.0,15.28,0.1457109999999999,0.0,44.31137796,58.86,34.68,34.68,1,56.32,4,13.856,20,7,2012,20,7,2016,17,6,2014,22,7,2015,1
1095,0,580,136.27,580,0.0,130.73,0.115174,0.098837,40.606701,60.04,14.77,14.77,1,75.56,6,16.5,3,9,2009,3,9,2016,3,9,2009,4,9,2015,0
1477,0,0,221.68,0,0.0,9.71,0.14346,0.0,46.30537836,0.0,20.54,20.54,1,17.64,4,10.392,29,12,2011,29,12,2016,1,11,2015,30,12,2015,0
16169,0,3489,1752.47,2514,0.0,17.36,0.143166,0.0,44.31137796,364.65,16.66,16.66,1,159.37,7,13.2,1,7,2009,1,7,2016,1,7,2009,4,7,2015,0
5836,0,1007,218.8,260,0.0,16.42,0.146348,0.0,46.30537836,38.4,34.68,34.68,1,21.21,6,13.856,13,11,2009,13,11,2016,13,11,2009,17,11,2015,1
3898,0,479,585.02,479,0.0,22.3,0.146694,0.0,44.31137796,71.06,28.6,28.6,1,53.46,4,13.856,4,4,2012,4,4,2016,27,6,2014,5,4,2015,0
9979,50497,0,1842.73,0,0.0,1.06,0.19923,0.0,45.80687796,0.0,29.76,29.76,2,141.82,3,13.2,31,1,2013,29,4,2016,24,2,2014,9,2,2015,1
16240,0,3296,2284.32,3152,0.0,18.22,0.144058,0.0,44.31137796,455.26,2.86,2.86,1,179.74,5,10.52,13,12,2010,13,12,2016,1,11,2015,14,12,2015,0
2084,0,0,311.15,0,0.0,0.0,0.14346,0.0,46.30537836,0.0,26.02,26.02,1,24.91,4,13.2,5,12,2011,5,12,2016,1,11,2015,6,12,2015,0
45555,0,2784,4718.72,2784,0.0,0.0,0.114015,0.097125,40.606701,269.74,93.29,93.29,1,558.03,5,69.0,3,3,2011,3,3,2016,9,3,2015,9,3,2015,1
40631,15068,6243,2129.01,1993,0.0,16.34,0.13993,0.0,44.31137796,281.38,17.13,17.13,2,173.63,7,10.35,25,5,2009,25,5,2016,16,4,2015,31,5,2015,0
1821,0,0,272.43,0,0.0,38.09,0.144038,0.0,46.30537836,0.0,26.02,26.02,1,22.88,6,13.2,3,12,2009,3,12,2016,1,11,2015,4,12,2015,0
1353,0,0,118.85,0,0.0,1.1,0.1457109999999999,0.0,44.31137796,0.0,13.56,13.56,1,11.51,5,11.4,2,8,2010,2,8,2016,2,8,2010,3,8,2015,0
3126,0,0,466.41,0,0.0,16.05,0.144902,0.0,44.31137796,0.0,24.42,24.42,1,44.17,5,13.2,16,5,2011,16,5,2016,16,5,2011,18,5,2015,0
1636,0,184,242.32,184,0.0,18.42,0.144902,0.0,44.31137796,26.92,21.11,21.11,1,24.32,4,15.0,4,6,2012,8,7,2016,8,7,2014,9,7,2015,0
18735,0,2831,1896.73,2831,0.0,160.94,0.111186,0.096074,40.606701,265.98,6.6,6.6,1,160.39,8,19.8,9,4,2008,28,10,2016,28,10,2015,12,4,2015,1
9238,0,702,1378.48,702,0.0,15.28,0.1458839999999999,0.0,44.31137796,103.23,23.76,23.76,1,139.7,6,10.392,11,1,2010,2,3,2016,11,1,2010,6,3,2015,0
5785,0,0,869.93,0,0.0,13.31,0.1443839999999999,0.0,44.31137796,0.0,37.56,37.56,1,101.14,6,15.0,1,2,2010,1,2,2016,16,12,2015,2,2,2015,0
12312,0,1114,1340.1,1114,0.0,129.6,0.1165089999999999,0.101397,40.606701,118.11,2.56,2.56,1,167.01,4,19.7,15,12,2011,15,12,2016,24,5,2015,16,12,2015,0
11642,0,3759,1746.4,3759,0.0,9.78,0.146694,0.0,44.31137796,554.53,25.92,25.92,1,163.43,6,11.5,1,2,2010,1,2,2016,1,2,2010,9,2,2015,0
14035,0,0,1397.46,0,0.0,9.78,0.162326,0.0850679999999999,44.31137796,0.0,10.98,10.98,1,111.1,6,10.35,20,8,2009,20,8,2016,17,6,2015,21,8,2015,0
632,0,19,61.96,19,0.0,131.76,0.114025,0.097683,40.606701,1.75,14.77,14.77,1,8.01,4,16.5,1,9,2011,1,9,2016,26,8,2015,2,9,2015,0
21118,3206,1021,1585.98,0,0.0,121.16,0.1165089999999999,0.101397,40.606701,0.0,8.28,8.28,2,189.95,4,16.5,17,10,2011,17,10,2016,24,5,2015,18,10,2015,0
25769,19505,4188,3810.27,4188,0.0,16.64,0.1446309999999999,0.0,44.31137796,612.77,6.45,6.45,2,324.05,6,13.856,3,11,2009,3,11,2016,3,11,2009,5,11,2015,0
5013,0,0,757.11,0,0.0,16.79,0.146694,0.0,44.31137796,0.0,26.04,26.04,1,78.76,4,10.39,14,1,2012,14,1,2017,14,1,2012,17,1,2016,1
78453,4465,7904,2976.81,3683,0.0,135.42,0.115174,0.098837,40.606701,346.65,36.64,36.64,3,360.14,7,40.0,23,6,2009,23,6,2016,23,6,2009,26,6,2015,0
24972,0,4320,2799.52,3293,0.0,19.27,0.144142,0.0,44.31137796,478.93,24.84,24.84,1,266.0,6,11.0,4,2,2010,4,2,2016,4,2,2010,5,2,2015,0
2302,0,0,345.57,0,0.0,16.18,0.1457109999999999,0.0,44.31137796,0.0,19.2,19.2,1,34.94,5,10.392,17,5,2011,17,5,2016,17,5,2011,18,5,2015,0
19456,0,0,961.44,0,0.0,16.11,0.165794,0.087899,44.31137796,0.0,26.04,26.04,1,92.13,6,10.392,9,2,2010,9,2,2016,9,2,2010,11,2,2015,0
29043,0,2499,476.02,583,0.0,19.75,0.142881,0.0,45.80687796,84.07,22.96,22.96,1,40.53,6,13.15,9,11,2009,9,11,2016,19,9,2015,10,11,2015,0
2658,11840,444,93.2,0,0.0,38.75,0.164775,0.086131,46.30537836,0.0,28.02,28.02,5,5.92,3,13.856,10,11,2012,10,11,2016,19,9,2015,11,11,2015,0
1928,0,0,292.25,0,0.0,16.64,0.146694,0.0,44.31137796,0.0,23.76,23.76,1,30.08,4,10.392,28,3,2012,28,3,2016,28,3,2012,29,3,2015,0
25620,0,3486,2637.1,3486,0.0,145.96,0.1152369999999999,0.100123,40.606701,354.07,5.96,5.96,1,260.32,3,17.88,13,12,2012,16,10,2016,16,10,2013,18,10,2015,0
12904,0,0,644.11,0,0.0,16.22,0.1457109999999999,0.0,44.31137796,0.0,21.52,21.52,1,66.23,6,13.2,7,6,2010,7,6,2016,7,6,2010,23,6,2015,0
739902,332855,72652,1923.02,1514,0.0,17.45,0.161165,0.083909,44.31137796,184.1,24.0,24.0,2,135.74,5,14.5,13,4,2011,27,5,2016,27,5,2014,3,6,2015,1
105788,0,22242,1004.21,869,0.0,132.5,0.114588,0.097701,40.606701,84.94,24.33,24.33,1,147.68,3,15.01,16,1,2013,12,11,2016,16,9,2015,13,11,2015,0
14045,347847,2254,2116.41,2254,0.0,18.37,0.145789,0.0,44.31137796,332.98,7.02,7.02,2,197.18,4,15.0,4,11,2011,4,11,2016,16,9,2013,5,11,2015,0
2319,0,0,230.27,0,0.0,16.47,0.164635,0.086741,44.31137796,0.0,23.65,23.65,1,25.74,6,10.35,1,3,2010,1,3,2016,1,3,2010,6,3,2015,0
16247,0,0,2049.03,0,0.0,129.59,0.1169,0.1000149999999999,40.606701,0.0,40.92,40.92,1,105.88,4,16.4,22,2,2012,27,2,2016,22,2,2012,9,3,2015,1
1332,0,0,196.6,0,0.0,18.28,0.1457109999999999,0.0,44.31137796,0.0,18.56,18.56,1,15.49,5,11.4,21,6,2011,21,6,2016,21,6,2011,23,6,2015,0
3081,0,477,465.41,477,0.0,16.54,0.146694,0.0,44.31137796,70.82,23.76,23.76,1,49.5,6,10.392,13,1,2010,8,3,2016,13,1,2010,9,3,2015,0
33480,0,11823,2294.19,3255,0.0,143.2,0.1169,0.1000149999999999,40.606701,302.65,62.16,62.16,1,268.96,5,41.5,18,2,2011,18,2,2016,18,2,2011,22,2,2015,0
6070,0,606,432.72,420,0.0,129.61,0.120372,0.103487,40.606701,42.16,44.91,44.91,1,52.33,4,19.8,17,3,2012,17,3,2016,17,3,2012,18,3,2015,0
40763,0,7896,4087.5,7896,0.0,130.68,0.1151819999999999,0.098841,40.606701,757.94,29.3,29.3,1,453.93,4,24.249,1,4,2012,1,4,2016,14,4,2015,2,4,2015,0
51686,0,4441,5214.64,4441,0.0,359.25,0.114481,0.098142,40.606701,428.56,48.06,48.06,1,539.42,4,70.0,1,5,2012,1,5,2016,23,4,2014,2,5,2015,0
14931,0,1031,1679.82,1031,0.0,145.23,0.120372,0.103487,40.606701,114.69,37.44,37.44,1,184.35,6,25.0,19,2,2010,19,2,2016,19,2,2010,22,2,2015,1
7817,0,1292,561.26,665,0.0,18.17,0.1457109999999999,0.0,44.31137796,97.98,17.92,17.92,1,56.09,5,11.04,2,6,2011,2,6,2016,30,10,2013,8,6,2015,0
10287,0,677,1521.95,677,0.0,18.32,0.144058,0.0,44.31137796,97.48,4.04,4.04,1,135.99,4,15.0,23,12,2011,23,12,2016,1,11,2015,26,12,2015,0
23957,0,4317,2469.86,4317,0.0,129.59,0.1157609999999999,0.099419,40.606701,435.43,14.48,14.48,1,278.65,3,15.78,7,6,2013,7,6,2016,22,5,2015,14,6,2015,0
11538,0,0,1268.58,0,0.0,16.42,0.165793,0.0885389999999999,44.31137796,0.0,7.68,7.68,1,108.44,6,11.5,8,10,2009,8,10,2016,8,10,2009,9,10,2015,0
16408,0,0,2334.12,0,0.0,18.57,0.144149,0.0,44.31137796,0.0,26.92,26.92,1,241.1,4,13.1,16,3,2012,16,3,2016,5,2,2015,17,3,2015,0
16527,0,382,1682.61,382,0.0,131.44,0.1152369999999999,0.100123,40.606701,42.23,5.52,5.52,1,196.22,6,16.5,7,10,2009,7,10,2016,24,5,2015,9,10,2015,0
251519,0,4590,1911.2,0,0.0,16.6,0.1640569999999999,0.0868029999999999,44.31137796,0.0,10.98,10.98,1,179.28,5,10.35,27,8,2010,27,8,2016,27,8,2010,28,8,2015,0
94082,68125,7118,9018.04,7118,0.0,129.61,0.1100829999999999,0.093746,40.606701,657.04,6.81,6.81,2,761.27,4,25.097,3,9,2011,3,9,2016,26,6,2014,4,9,2015,0
32,0,0,4.83,0,0.0,20.01,0.146694,0.0,44.31137796,0.0,30.22,30.22,1,0.54,4,13.2,5,3,2012,5,3,2016,5,3,2012,6,3,2015,0
2170560,33185,230072,22.63,8,0.0,16.54,0.164628,0.086746,44.31137796,0.85,23.76,23.76,2,3.3,6,10.392,8,6,2010,3,3,2016,8,6,2010,6,3,2015,0
268695,0,26314,240.7,216,0.0,9.72,0.144902,0.0,44.31137796,31.68,24.42,24.42,1,23.06,4,13.2,28,5,2012,27,5,2016,28,5,2012,29,5,2015,0
6552,0,0,759.33,0,0.0,17.05,0.16695,0.089695,44.31137796,0.0,22.52,22.52,1,77.74,6,13.856,23,6,2010,23,6,2016,23,6,2010,26,6,2015,0
901074,0,31128,4671.27,3140,0.0,146.24,0.1169099999999999,0.100572,40.606701,321.02,21.0,21.0,1,588.03,4,19.8,11,5,2012,11,5,2016,11,5,2012,12,5,2015,0
28632,0,4824,4235.63,4824,0.0,18.67,0.144058,0.0,44.31137796,695.46,4.04,4.04,1,350.96,4,15.0,15,12,2011,15,12,2016,1,11,2015,16,12,2015,0
1750165,7679,144312,2075.06,2070,0.0,132.17,0.115174,0.098837,40.606701,204.41,19.14,19.14,2,236.81,6,18.0,7,5,2010,7,5,2016,7,5,2010,23,5,2015,0
17794,0,1166,1770.68,1166,0.0,130.67,0.1157609999999999,0.099419,40.606701,113.51,30.18,30.18,1,231.03,5,25.0,14,4,2011,14,4,2016,14,4,2015,15,4,2015,0
328,0,25,48.54,25,0.0,0.0,0.144902,0.0,44.31137796,3.67,18.27,18.27,1,4.94,4,13.0,19,6,2012,10,7,2016,10,7,2014,15,7,2015,0
14935,0,0,517.27,0,0.0,16.43,0.146348,0.0,45.80687796,0.0,24.08,24.08,1,49.62,6,13.8,15,10,2009,15,10,2016,15,10,2009,16,10,2015,0
643070,0,53770,1565.57,792,0.0,19.45,0.146694,0.0,44.31137796,117.68,30.22,30.22,1,151.55,4,13.2,13,3,2012,13,3,2016,13,3,2012,16,3,2015,0
328853,0,33000,57.15,0,0.0,129.26,0.115174,0.098837,40.606701,0.0,28.89,28.89,1,9.72,4,15.935,15,5,2012,15,5,2016,15,5,2012,18,5,2015,0
1178245,0,116664,8095.59,13304,0.0,15.2,0.1640579999999999,0.086163,44.31137796,1474.18,29.64,29.64,1,660.91,5,13.15,14,1,2011,14,1,2017,14,1,2011,17,1,2016,1
29619,0,1796,3270.63,1233,0.0,0.0,0.143166,0.0,44.31137796,177.58,10.0,10.0,1,275.97,6,15.0,5,2,2010,5,10,2016,9,10,2013,11,10,2015,0
2353,0,0,354.35,0,0.0,19.79,0.1457109999999999,0.0,44.31137796,0.0,7.8,7.8,1,45.45,4,10.392,10,10,2011,10,10,2016,10,10,2011,11,10,2015,0
1967,0,158,148.2,158,0.0,131.75,0.114604,0.098262,40.606701,14.91,20.29,20.29,1,17.09,7,15.001,2,7,2009,2,7,2016,19,6,2015,4,7,2015,1
4,418995,0,0.42,0,0.0,144.0,0.1169,0.1000149999999999,40.606701,0.0,49.92,49.92,1,0.05,5,20.0,25,1,2011,25,1,2017,24,6,2014,26,1,2016,0
10277,17063,406,699.01,406,0.0,134.1,0.114604,0.098262,40.606701,39.02,19.44,19.44,3,75.12,6,17.25,21,8,2009,21,8,2016,10,7,2015,22,8,2015,0
1586,0,0,236.73,0,0.0,18.03,0.1457109999999999,0.0,44.31137796,0.0,14.64,14.64,1,30.72,7,10.392,3,7,2009,3,7,2016,3,7,2009,4,7,2015,0
10826,0,0,1346.07,0,0.0,0.0,0.163869,0.085224,44.31137796,0.0,6.18,6.18,1,81.59,6,13.2,23,11,2009,23,11,2016,20,9,2015,24,11,2015,0
34730,0,3746,3775.06,3746,0.0,132.09,0.114667,0.099548,40.606701,390.97,6.53999999999999,6.53999999999999,1,383.79,6,34.5,16,11,2009,16,11,2016,31,10,2015,17,11,2015,0
8047,0,0,904.14,0,0.0,14.89,0.162461,0.083816,45.30837756,0.0,16.8,16.8,1,74.58,6,13.856,3,11,2009,3,11,2016,20,9,2015,4,11,2015,1
12250,0,0,1817.06,0,0.0,0.0,0.141434,0.0,44.31137796,0.0,14.7,14.7,2,139.21,3,13.856,9,8,2012,9,8,2016,16,6,2015,10,8,2015,0
18304,0,0,2726.62,0,0.0,9.62,0.144149,0.0,44.31137796,0.0,28.45,28.45,1,284.76,3,13.856,12,3,2013,12,3,2016,12,3,2013,13,3,2015,1
12983,0,0,1564.82,0,0.0,16.0,0.1646369999999999,0.087381,44.31137796,0.0,20.2,20.2,1,124.94,6,13.856,1,6,2010,1,6,2016,1,6,2010,14,6,2015,0
2879,1295,0,51.67,0,0.0,16.4,0.165793,0.0885389999999999,44.31137796,0.0,13.26,13.26,4,3.74,6,11.142,3,8,2009,3,8,2016,11,9,2013,4,8,2015,0
8081,0,997,821.5,997,0.0,110.5,0.1153599999999999,0.100243,40.606701,93.99,11.01,11.01,1,89.59,3,25.0,1,11,2012,1,11,2016,1,11,2015,2,11,2015,0
